0,1,2,3,4,5,6,7,8,9,10,11,12,MEDV
-0.41694217836221664,0.34451336677631933,-1.1179660455340772,-0.2703945405276701,-0.960136562697607,0.9436403520207675,-1.1026732847465672,0.6548913393616782,-0.5231062659580054,-1.1445545777448742,-1.6017461537376143,0.39829369504123335,-1.108175585160646,
-0.2800016049741171,-0.4997229702815792,-0.42106823388753706,-0.2703945405276701,-0.14580617532122866,-0.22219524187920325,0.8326045677909798,0.06947494509326685,-0.6383669686267184,-0.6018659743492083,1.1755678024682654,0.44841978450310854,0.8632373107227084,21.6
-0.4080905629419472,-0.4997229702815792,-0.3602164499184005,-0.2703945405276701,-0.29993810984041713,0.6797042066705314,0.10820698629068673,-0.44806306933805945,-0.5231062659580054,-0.14266792532210648,1.130038065481283,0.43425138234257843,-0.678455010544883,
-0.3592697856699087,0.34451336677631933,-1.025239517581107,-0.2703945405276701,0.1710205789682133,1.652174817078619,-0.5558241300845815,-0.4407211221311912,-0.5231062659580054,-0.8583012484812262,-2.4668111564902655,0.37757777370045814,-1.3076887090893932,33.4
-0.00035150061328266427,-0.4997229702815792,1.0219883573805584,-0.2703945405276701,0.2395236609767415,0.017746708439192682,-0.5806809098419446,0.07630895884557187,1.6668470847475425,1.5390703841018252,0.8113299065724119,0.3595452618597833,-0.27245277933323675,36.2
0.22792097315364943,-0.4997229702815792,1.0219883573805584,-0.2703945405276701,1.5838966453941066,-0.11351565261734158,1.1273349563425694,-0.8411573874013966,1.6668470847475425,1.5390703841018252,0.8113299065724119,0.4354320825226228,0.5660604198358334,28.7
-0.4171747237136227,2.8772223779500146,-0.8832520216531219,-0.2703945405276701,-1.2332926022066133,0.7926180656438945,-1.4329133586658187,0.5957863555579578,-0.6383669686267184,-0.9716098579814203,0.35603253670259555,0.44841978450310854,-1.2839703656852766,22.9
-0.4153911123237741,-0.4997229702815792,-0.949899213619319,-0.2703945405276701,-0.9079029626661044,0.12642629770105435,-0.7191686827758241,0.44003548808143533,-0.7536276712954314,-0.9596826359287682,0.037324377793724405,0.44841978450310854,-0.4063916597329552,27.1
-0.39926873165535537,0.4289370004821092,-0.7514064897199927,-0.2703945405276701,-1.0620348971852929,-0.9801295202379011,0.06914633238625938,1.9063470198682637,-0.29258486062057926,-0.4647029207437104,0.3105027997156149,0.36501941723998804,0.8269621972811183,16.5
-0.4066952908335108,0.555572451040794,-0.8571726856663491,-0.2703945405276701,-0.8736514216618403,0.6528871651643576,-0.8825132354670667,1.9183527197033943,-0.1773241579518662,-0.7390290279547063,0.5836812216375037,0.43425138234257843,-0.4231340197829199,
-0.419684609747764,3.299340546478964,-1.4236738173790249,-0.2703945405276701,-1.301795684215141,1.340250281664704,-1.6459714708717872,2.248832695549665,-0.5231062659580054,-1.0849184674816141,-0.23585404412816605,0.4380081556427193,-1.0774812584023774,15.0
-0.37057859211858213,-0.4997229702815792,-0.7021455217449774,-0.2703945405276701,-0.43694427385747353,0.35648828535928023,-1.6637263135556177,-0.20841083032141205,-0.1773241579518662,-0.6018659743492083,-0.4635027290630742,0.2706707392164575,-1.2239769088395693,
-0.3292324868560244,-0.4997229702815792,-0.42106823388753706,-0.2703945405276701,-0.14580617532122866,-1.1904315825757894,-1.1239790959671643,-0.013826141455101575,-0.6383669686267184,-0.6018659743492083,1.1755678024682654,-0.7098470921202309,-0.11758594887106247,21.7
-0.4120793457675429,2.0329860408921165,-1.3555777734135628,-0.2703945405276701,-1.2332926022066133,0.3945967127627904,-1.1488358757245274,3.1786741477805376,-0.6383669686267184,0.018349572388695484,-0.05373509618023854,0.1680571599326179,-0.9826078847859101,20.4
-0.37127393708559436,-0.4997229702815792,-0.066099494067574,3.698299522055875,-0.5653875526234639,-1.3485109851384975,1.1273349563425694,0.022421836893273803,-0.6383669686267184,-0.7807743051389883,0.08285411478070669,0.44841978450310854,1.4729382558755932,18.2
0.577355302721158,-0.4997229702815792,1.0219883573805584,-0.2703945405276701,1.1814410385940033,0.24216300314875105,1.0847233339013758,-0.9700339575546647,1.6668470847475425,1.5390703841018252,0.8113299065724119,0.3956102855411329,0.6400058433898447,19.9
-0.41699487336795393,0.555572451040794,-0.8962916896465082,-0.2703945405276701,-1.104849323440623,0.0036324760675213743,-1.2802217115848744,0.7269255383724622,-0.6383669686267184,-0.7569198610336842,0.2649730627286326,0.44841978450310854,-0.810998694273771,23.1
-0.418021280436229,2.6661632936855404,-1.1730224215061529,-0.2703945405276701,-1.087723552938491,0.41717948455746295,-1.6495224394085533,0.7271102414468488,-0.7536276712954314,-0.9298645807971383,-0.05373509618023854,0.43478806424259864,-1.1458458952730668,17.5
0.11364841658142809,-0.4997229702815792,1.0219883573805584,-0.2703945405276701,1.3526987436153237,-0.4564914992489317,0.6976677633938665,-0.5752773118218483,1.6668470847475425,1.5390703841018252,0.8113299065724119,-3.6992726116120886,0.9036980141767903,20.2
-0.3996089581054421,-0.4997229702815792,-0.5992770297971513,-0.2703945405276701,-0.9164658479171705,-0.724661914310669,-1.241161057680447,0.5882597052767027,-0.7536276712954314,-1.0431731902973322,-0.23585404412816605,0.44841978450310854,0.22563243215321596,18.2
0.23271049095773202,-0.4997229702815792,1.0219883573805584,-0.2703945405276701,-0.19718348682762482,0.6359500863183538,0.23604185361426813,-0.22845111389236103,1.6668470847475425,1.5390703841018252,0.8113299065724119,0.40730995096157047,-0.6686886338490702,13.6
1.0453728694389228,-0.4997229702815792,1.0219883573805584,-0.2703945405276701,1.5838966453941066,-0.6286851341833098,1.0066020260925204,-0.8915813267089454,1.6668470847475425,1.5390703841018252,0.8113299065724119,-1.230106525999698,1.570602022833721,19.6
-0.408976068147055,2.8772223779500146,-1.3237030294297292,-0.2703945405276701,-1.2161668317044814,-0.5129484287356131,-1.7311947157541745,3.121139140109103,-0.6383669686267184,-0.4408484766384064,1.6308651723380816,0.224516095814731,-0.971446311419267,15.2
-0.4112121692600828,-0.4997229702815792,0.25844335376782096,-0.2703945405276701,-1.0106575856788966,-0.22501808835353826,-0.7972899905846793,0.12193061821906842,-0.5231062659580054,-0.059177370953542495,0.12838385176768735,0.34172742277911633,-0.3157038761289792,14.5
3.972179497886873,-0.4997229702815792,1.0219883573805584,-0.2703945405276701,1.1814410385940033,-1.1946658522872908,1.1273349563425694,-1.079054947211371,1.6668470847475425,1.5390703841018252,0.8113299065724119,0.44841978450310854,2.519335758998393,15.6
-0.4051946287135997,-0.4997229702815792,-0.3602164499184005,-0.2703945405276701,-0.29993810984041713,-0.18690966095002812,0.7722381026659553,-0.6489738385021121,-0.5231062659580054,-0.14266792532210648,1.130038065481283,0.4032311685214179,-0.02829336193791681,13.9
-0.4171655593647988,3.5103996307434384,-1.2121414254863123,-0.2703945405276701,-1.1896218874261761,2.1927499169135936,-1.2447120262172129,0.5963866405497146,-0.6383669686267184,-1.0968456895342662,-1.6928056277115782,0.40419719594145376,-1.2170009254854173,16.6
